,r2_true,r2_samp,mse_true,mse_samp,n_samples,trial,method,dataset,kernel
0,0.7300603254210274,0.7105309582454462,0.03800651145211112,0.01267443039909049,2000,0,pca,1,rational quadratic
1,0.3641140547727038,-9.506638942108534,0.2355641470696345,0.460034217106512,2000,0,full,1,rational quadratic
2,0.7900871553161201,0.91319050016071,0.02202313978443755,0.0038009624691605886,2000,0,block,1,rational quadratic
3,0.7201863663867584,0.7220969420046299,0.04031574972867163,0.012293340089187949,2000,1,pca,1,rational quadratic
4,0.7929813881440898,0.8382211131406008,0.03250531200477925,0.0071564627239401905,2000,1,full,1,rational quadratic
5,0.866352731979243,0.9255794228595027,0.017053047527850675,0.003292074117576,2000,1,block,1,rational quadratic
6,0.7203750018265764,0.7147015113795927,0.040760362164283796,0.012600742582736133,2000,2,pca,1,rational quadratic
7,0.6870828032687631,0.7240447440012632,0.040139744917106396,0.01218808119877438,2000,2,full,1,rational quadratic
8,0.972427536972779,0.9814292339855184,0.004280575983739321,0.0008202126945861746,2000,2,block,1,rational quadratic
9,0.721982201327596,0.7118999282288648,0.03940943590215598,0.013023024466028554,2000,3,pca,1,rational quadratic
10,0.5673662303903341,-6.643699969372174,0.08837338138414115,0.3455191493016799,2000,3,full,1,rational quadratic
11,0.9834722215261643,0.9819633640183333,0.0029301497258085916,0.0008153123677827219,2000,3,block,1,rational quadratic
12,0.7180371697014855,0.7288282446920529,0.04023067649570943,0.012465718700713785,2000,4,pca,1,rational quadratic
13,0.6835125107654713,0.794569847819632,0.037537196994844604,0.009443588572921857,2000,4,full,1,rational quadratic
14,0.881775262734397,0.936008622278974,0.013294358299675,0.00294167256850019,2000,4,block,1,rational quadratic
15,0.7219649902165628,0.7266090330729991,0.04020956721775063,0.012427426466860417,2000,5,pca,1,rational quadratic
16,0.7491208349998316,0.7241051015091622,0.042165415008854755,0.012541246706561109,2000,5,full,1,rational quadratic
17,0.932230912430963,0.947207602321126,0.010590558658244702,0.002399763414051055,2000,5,block,1,rational quadratic
18,0.7197478370919429,0.7026634841079831,0.03983249745790899,0.012995665802341929,2000,6,pca,1,rational quadratic
19,0.7980312396945726,0.8627230134760858,0.029458186218647764,0.005999955417064479,2000,6,full,1,rational quadratic
20,0.9754331200181418,0.9730423140546717,0.004087673847317942,0.0011782376486755074,2000,6,block,1,rational quadratic
21,0.7144444042733467,0.7046700853659507,0.040979348782136,0.01326955949341266,2000,7,pca,1,rational quadratic
22,0.6512169328457748,0.6824250001797799,0.04407787530831538,0.014269060277746323,2000,7,full,1,rational quadratic
23,0.9586744964838179,0.9707076042303817,0.006202613474737118,0.0013161456700083477,2000,7,block,1,rational quadratic
24,0.7218975951091103,0.6979709158595618,0.03880268880600333,0.013382015727107963,2000,8,pca,1,rational quadratic
25,0.6682584145107341,0.66080614844843,0.04131581532513285,0.01502867668827163,2000,8,full,1,rational quadratic
26,0.9600714747617921,0.9712318073056151,0.006264894432431739,0.001274633561110042,2000,8,block,1,rational quadratic
27,0.7197891890192328,0.6940514364023532,0.04115786828588096,0.013443508074540473,2000,9,pca,1,rational quadratic
28,0.7539570806245961,0.8784482680866098,0.03004900895513053,0.00534103402950119,2000,9,full,1,rational quadratic
29,0.7454944665449439,0.8964242488019832,0.02620462375876517,0.004551161905072083,2000,9,block,1,rational quadratic
30,0.7200212920381457,0.7377917343156948,0.04144572308467038,0.012341994781837392,2000,10,pca,1,rational quadratic
