,r2_true,r2_samp,mse_true,mse_samp,n_samples,trial,method,dataset,kernel
0,0.625001915857421,-0.40654055058551064,0.15180339703513912,0.05922861122382839,200,0,pca,0,squared exponential
1,0.43766882880387437,-0.49589584660796016,0.23799251246513128,0.06299131119483217,200,0,full,0,squared exponential
2,0.6117140004491838,0.31481587732793237,0.15318177091260474,0.028852708158033737,200,0,block,0,squared exponential
3,0.7187025129980776,0.6395781849212985,0.11127964235457537,0.01663754370936031,200,1,pca,0,squared exponential
4,0.5056315391100393,0.05000275191099712,0.20038018133446622,0.043853118977832936,200,1,full,0,squared exponential
5,0.7015532157090494,0.6504567432628838,0.13050078183693067,0.016135375188114084,200,1,block,0,squared exponential
6,0.6275253612676912,0.29119447348828664,0.14593157391737793,0.03425204746513301,200,2,pca,0,squared exponential
7,0.37650160952558337,-0.05670586554964929,0.2587281432849388,0.051063850534033485,200,2,full,0,squared exponential
8,0.8375177618407558,0.3284292893786487,0.05951676875228953,0.032452726447549075,200,2,block,0,squared exponential
9,0.5672735848518942,0.2195875807699479,0.1748751305654911,0.035873209097340854,200,3,pca,0,squared exponential
10,0.44808774290732406,-0.11541605883729344,0.23359576583818745,0.05127231771718739,200,3,full,0,squared exponential
11,0.6847066577809232,0.640689198936448,0.1153126444012852,0.016516435643352055,200,3,block,0,squared exponential
12,0.5326969349630627,0.4491519622344968,0.18965898524203917,0.02438530820215948,200,4,pca,0,squared exponential
13,0.399926990108461,-0.160333548945097,0.2542607886961108,0.051366419172717385,200,4,full,0,squared exponential
14,0.7818946974827359,0.5076634681470595,0.09039737952497821,0.021795081847104884,200,4,block,0,squared exponential
15,0.6723683463787623,0.017902436656233256,0.13183862692645604,0.047190828899572594,200,5,pca,0,squared exponential
16,0.5443800215872989,0.11155165782972298,0.20181555427155992,0.04269088455806581,200,5,full,0,squared exponential
17,0.38535378250559044,0.12231182057150025,0.2774301802121435,0.042173847333016684,200,5,block,0,squared exponential
18,0.7517321475384988,0.5462334294821403,0.10782807971653063,0.021876997833997477,200,6,pca,0,squared exponential
19,0.6894015186478463,0.2605147276195685,0.14149280338769768,0.03565207036665783,200,6,full,0,squared exponential
20,0.8187026314768472,0.6071092963889653,0.07244212180269126,0.01894205001061896,200,6,block,0,squared exponential
21,0.5991147966345279,-0.09585022574670754,0.1560508465985113,0.04458693055090881,200,7,pca,0,squared exponential
22,0.496714892654593,-0.21481135245570826,0.20547852869653913,0.04942710977450469,200,7,full,0,squared exponential
23,0.7095530787928217,0.1946156230202153,0.13333953612145535,0.03276872736757066,200,7,block,0,squared exponential
24,0.8182260848204185,0.6464880562485178,0.07411280110969336,0.016640303059672675,200,8,pca,0,squared exponential
25,0.8201315599745048,0.4224840456948187,0.07933467965702323,0.027184486044381343,200,8,full,0,squared exponential
26,0.8413447292732688,0.6647725100982431,0.05789181784446584,0.015779628169565078,200,8,block,0,squared exponential
27,0.6420985180344865,0.35694500545290764,0.1425305068751071,0.029699154139204875,200,9,pca,0,squared exponential
28,0.5299037241856613,0.21524083171906916,0.20268206167440372,0.03624368630764562,200,9,full,0,squared exponential
29,0.7534178323966353,0.5706878765590923,0.0963693305825273,0.019827552909189236,200,9,block,0,squared exponential
30,0.6515733941049867,0.4579669830810348,0.14506644419008582,0.02449948931530676,200,10,pca,0,squared exponential
31,0.5128100491285589,-0.05812785623893668,0.21108267491588142,0.04782659229046538,200,10,full,0,squared exponential
32,0.6684372227482166,0.4497472650409432,0.14761486657150164,0.02487101445863242,200,10,block,0,squared exponential
33,0.7224157167794653,0.6207946494561731,0.11294766529190385,0.018926757365345086,200,11,pca,0,squared exponential
34,0.4891536185957774,0.10343857238318821,0.21744243785243975,0.0447488427557659,200,11,full,0,squared exponential
35,0.8373884954005483,0.5402275858391762,0.0589376480393076,0.022947990880458645,200,11,block,0,squared exponential
36,0.5620543571165314,0.0359184003198707,0.18833510852787205,0.04125527908216901,200,12,pca,0,squared exponential
37,0.45403652448236675,-0.1982384660965233,0.2435882935833978,0.05127539239645655,200,12,full,0,squared exponential
38,0.5932524240948364,0.44102781627344445,0.15933750907907157,0.02391971120127146,200,12,block,0,squared exponential
39,0.5717671753357009,0.445990397882955,0.17366198934260493,0.024708218155798385,200,13,pca,0,squared exponential
40,0.4466229517038068,-0.07752416342141899,0.23419858902197951,0.04805639107377026,200,13,full,0,squared exponential
41,0.8419468350035677,0.379808617462142,0.05717040163375576,0.027659852680412853,200,13,block,0,squared exponential
42,0.6296896958306943,0.3214311833164887,0.1477709369137616,0.029360942781023032,200,14,pca,0,squared exponential
43,0.49842437390132427,-0.125041151437856,0.20402575428086256,0.048679320448451455,200,14,full,0,squared exponential
44,0.8266345751856469,0.4566837931448089,0.06641746042361893,0.02350870784107661,200,14,block,0,squared exponential
45,0.5360007915015064,-0.01781231983414866,0.19004154081075886,0.04565512447729092,200,15,pca,0,squared exponential
46,0.47456535082747564,0.04834582484253236,0.22347170786461565,0.04268752596080542,200,15,full,0,squared exponential
47,0.7971177483773065,0.25169595109351117,0.0756578590608062,0.033566025714105635,200,15,block,0,squared exponential
48,0.6053778585413763,0.19155254648394615,0.15072286546508065,0.03622768657426669,200,16,pca,0,squared exponential
49,0.4249828092818387,0.02025182571791817,0.2455052217145397,0.043903916853510694,200,16,full,0,squared exponential
50,0.5454540981860624,0.31381319015745335,0.2143657484971084,0.030749012283057528,200,16,block,0,squared exponential
51,0.5710467465236236,0.2743678381492949,0.17276334458250778,0.03202942375272485,200,17,pca,0,squared exponential
52,0.4750551951213254,0.08121453181072746,0.2153018634583732,0.04055521605247507,200,17,full,0,squared exponential
53,0.7501376134817463,0.6309683343691407,0.10893041355206112,0.016289067957680373,200,17,block,0,squared exponential
54,0.7359960352331031,0.2502905455814206,0.1148350640284438,0.03200173518708408,200,18,pca,0,squared exponential
55,0.614636322262652,-0.21488388803157132,0.16651667795386918,0.0518579460865846,200,18,full,0,squared exponential
56,0.8176644941431418,0.27408982007673377,0.07070546237178513,0.0309858508660915,200,18,block,0,squared exponential
57,0.6098756979997342,0.09867480951627283,0.16768914454049208,0.03689527058263621,200,19,pca,0,squared exponential
58,0.43911612786047494,-0.45068871692433343,0.24751176801102856,0.0593831763576644,200,19,full,0,squared exponential
59,0.8334810071736345,0.5378350809210686,0.0702310849099873,0.01891847684193533,200,19,block,0,squared exponential
60,0.6112376390679142,-0.35204440926162217,0.16085647474038578,0.065815674974302,200,20,pca,0,squared exponential
61,0.34628124038529706,-0.2990984655934177,0.2832952548599052,0.06323833875974874,200,20,full,0,squared exponential
62,0.6990620911759535,0.546529782391932,0.12862037643081525,0.022074310760929656,200,20,block,0,squared exponential
63,0.6633829375390997,0.23601969205157547,0.1358332630882651,0.03321851669522312,200,21,pca,0,squared exponential
64,0.5955193260009533,0.12170035613786023,0.17868342951751995,0.03818921911926117,200,21,full,0,squared exponential
65,0.5271291766693963,0.27309032014958556,0.2134106822940304,0.031606654104572036,200,21,block,0,squared exponential
66,0.5330557302803878,0.03767141006826302,0.20170981371270216,0.04022990692135814,200,22,pca,0,squared exponential
67,0.32199673831924475,-0.4921115262318938,0.30872032400339106,0.0623773505688455,200,22,full,0,squared exponential
68,0.7191948699215166,0.5094579364207527,0.11226412083540548,0.02050698874092885,200,22,block,0,squared exponential
69,0.6314679303455454,0.36220503227820755,0.14479984684824976,0.02844448091656513,200,23,pca,0,squared exponential
70,0.4983330034727185,-0.11595835274158572,0.2038568361451716,0.049769687242320476,200,23,full,0,squared exponential
71,0.7149824760326808,0.42527018146246476,0.12080643356863228,0.02563189141169713,200,23,block,0,squared exponential
72,0.7071050970115961,0.3679580934862765,0.12056847699361233,0.029496298697838142,200,24,pca,0,squared exponential
73,0.5525315316774768,0.06283878183974012,0.20868553841804424,0.043735687355541945,200,24,full,0,squared exponential
74,0.7991808366472779,0.7139386653185817,0.0834761960885803,0.013349985952999702,200,24,block,0,squared exponential
75,0.765409729377943,0.2347552488459861,0.09448241445837706,0.036277730304459715,200,25,pca,0,squared exponential
76,0.7168765417259978,0.3081592104330242,0.1254453420004771,0.03279789053069099,200,25,full,0,squared exponential
77,0.4569962749149215,0.09305152987337029,0.22475174916071716,0.04299543636160703,200,25,block,0,squared exponential
78,0.6062783611284345,-0.1297245926104671,0.1590278345188633,0.05716031165049478,200,26,pca,0,squared exponential
79,0.3777127990940097,-0.055978182245271624,0.26155224159945595,0.05342898825791523,200,26,full,0,squared exponential
80,0.895943462612272,0.7922383098780625,0.049672999093452824,0.010512051374363824,200,26,block,0,squared exponential
81,0.5365754551057783,0.06588196536433699,0.18214539024181908,0.043532590461072426,200,27,pca,0,squared exponential
82,0.5047124713135039,0.07403907203809479,0.19957977522245737,0.04315244579946712,200,27,full,0,squared exponential
83,0.598644731409406,0.36590543062572234,0.17412719247727496,0.029550632980688458,200,27,block,0,squared exponential
84,0.5630792901086018,-0.4338128784952904,0.18951264322417816,0.06583084928594257,200,28,pca,0,squared exponential
85,0.3920485933224,-0.16561643406396587,0.2720171878653039,0.053517108785220605,200,28,full,0,squared exponential
86,0.5743019439828662,0.08058332515875044,0.18107548696976217,0.042213305139214216,200,28,block,0,squared exponential
87,0.5435811976181145,0.4106753030750212,0.18064472275916962,0.023354522703825622,200,29,pca,0,squared exponential
88,0.5473730296674678,-0.12152935578968926,0.18159171939330743,0.044445418526438525,200,29,full,0,squared exponential
89,0.7335930137911686,0.5030010536526435,0.10163009825122353,0.01969571822937593,200,29,block,0,squared exponential
90,0.5743219358216959,0.09472186073834721,0.1732686606053274,0.03779482128933438,200,30,pca,0,squared exponential
