,r2_true,r2_samp,mse_true,mse_samp,n_samples,trial,method,dataset,kernel
0,0.9367353688062344,0.8761425835057598,0.027365730535434774,0.004683005727778997,1000,0,pca,0,rational quadratic
1,0.8391584538008455,0.7050351389770291,0.06581854724266334,0.011152518539157039,1000,0,full,0,rational quadratic
2,0.9459218798075167,0.8954099166024844,0.023629651463220932,0.003954514582033331,1000,0,block,0,rational quadratic
3,0.9310567048863501,0.8539539955419255,0.028625330119496445,0.005770243433837453,1000,1,pca,0,rational quadratic
4,0.08696496587800295,-12.488003053630536,0.40808299319508173,0.5329078419131527,1000,1,full,0,rational quadratic
5,0.8999499572559064,0.7741605850942224,0.048803577897654105,0.008922862393923635,1000,1,block,0,rational quadratic
6,0.947148080100248,0.8840678013500899,0.02257772190626933,0.004482799086538373,1000,2,pca,0,rational quadratic
7,0.8785395150971156,0.7573140160434318,0.05064686039614614,0.00938404101591679,1000,2,full,0,rational quadratic
8,0.8508322862993491,0.6725034148502637,0.0713554432891041,0.012663448203781756,1000,2,block,0,rational quadratic
9,0.8633332601274328,0.6753423988008915,0.050765378858687205,0.013073126486130085,1000,3,pca,0,rational quadratic
10,0.6032752973498196,-7.954866090342431,0.1490006534198691,0.3605894229274718,1000,3,full,0,rational quadratic
11,0.9359758953604053,0.8695517673564265,0.030180447734925297,0.0052528147776083655,1000,3,block,0,rational quadratic
12,0.9187559113853873,0.8477081440954837,0.03220592855716409,0.006044879809116379,1000,4,pca,0,rational quadratic
13,0.9223967854949224,0.804064854656366,0.034332385111691975,0.007777201196672075,1000,4,full,0,rational quadratic
14,0.9476160980274918,0.9181642381484348,0.02359521456734533,0.003248284956159052,1000,4,block,0,rational quadratic
15,0.8945954525652153,0.7741721649945668,0.040263926385463555,0.008857638043681044,1000,5,pca,0,rational quadratic
16,0.7086318759228946,0.37207880665071213,0.10926320235778943,0.024628933145067953,1000,5,full,0,rational quadratic
17,0.8815430919938253,0.7087061213047599,0.05483036296568249,0.011425410608751097,1000,5,block,0,rational quadratic
18,0.9358303749480396,0.8522285615811944,0.027309062809144108,0.0057141079705890704,1000,6,pca,0,rational quadratic
19,0.8689722287072191,0.7624184163159977,0.052703787462209585,0.009186936498150554,1000,6,full,0,rational quadratic
20,0.9606268613901273,0.9317935925691537,0.018577021749394792,0.0026374432063202115,1000,6,block,0,rational quadratic
21,0.924566031336686,0.8650123842749833,0.0311605443323431,0.005283386227520468,1000,7,pca,0,rational quadratic
22,0.1403262063367179,-11.3237634050939,0.3862554287729281,0.48234944736213337,1000,7,full,0,rational quadratic
23,0.9546336602394794,0.9202388822515154,0.020629122940626934,0.0031218329825339957,1000,7,block,0,rational quadratic
24,0.9350362100612774,0.8607560586505154,0.026134231951760595,0.0054334237175626635,1000,8,pca,0,rational quadratic
25,0.8484143096722475,0.7385598987315951,0.06280790305257727,0.010201627684384665,1000,8,full,0,rational quadratic
26,0.9312538005859547,0.8666006485609691,0.030017306928660337,0.005205362567245306,1000,8,block,0,rational quadratic
