,r2,mse,f,n_attributes,trial,method
166,0.5371327019001843,2.451137957693259,GP,50,33,kernel PCA
167,0.8450219023303424,0.8218632378572318,GP,50,33,Laplacian eigenmaps
103,0.9445527778297157,0.29377176517012027,GP,50,33,IKD-b
170,0.7220900516714748,1.5402992093332948,GP,50,34,PCA
171,0.7778240792618359,1.233862776982522,GP,50,34,kernel PCA
172,0.8631081263385162,0.752650303922874,GP,50,34,Laplacian eigenmaps
175,0.5192048428439119,2.714493571948223,GP,50,35,PCA
176,0.5653351229219634,2.425134611750249,GP,50,35,kernel PCA
177,0.7870031944929847,1.214979228506643,GP,50,35,Laplacian eigenmaps
108,0.5203698860916942,2.631026138742831,GP,50,35,IKD
109,0.9117541805213486,0.5130069988982883,GP,50,35,IKD-b
180,0.5371382536908716,2.5553275304650387,GP,50,36,PCA
181,0.5683936192110878,2.4140721664517675,GP,50,36,kernel PCA
182,0.8803840791236041,0.6502054989867826,GP,50,36,Laplacian eigenmaps
185,0.72496501496834,1.6592306788978897,GP,50,37,PCA
186,0.7420426575717869,1.556362345881934,GP,50,37,kernel PCA
187,0.8664982250824993,0.7948799368642557,GP,50,37,Laplacian eigenmaps
114,0.667360360946449,1.9910373363415097,GP,50,37,IKD
190,0.47808313378814943,3.0132534103071245,GP,50,38,PCA
191,0.5644068867713097,2.5028955632011383,GP,50,38,kernel PCA
192,0.8467616042081031,0.8744629089642739,GP,50,38,Laplacian eigenmaps
118,0.9050024721716223,0.5471891109310973,GP,50,38,IKD-b
195,0.7119796319953652,1.6118273105436425,GP,50,39,PCA
196,0.7788660531896737,1.2362416774383704,GP,50,39,kernel PCA
197,0.8472645691421928,0.8577293353690333,GP,50,39,Laplacian eigenmaps
200,0.4963881088900866,2.694186291239967,GP,50,40,PCA
201,0.569971127091261,2.25711215842852,GP,50,40,kernel PCA
202,0.8397358392826598,0.8442851330171758,GP,50,40,Laplacian eigenmaps
123,0.482908585124563,2.7998708883791488,GP,50,40,IKD
124,0.9371309757006467,0.33730817442042405,GP,50,40,IKD-b
205,0.6520045067038571,1.9405118347249182,GP,50,41,PCA
206,0.687400413418081,1.747868860444502,GP,50,41,kernel PCA
207,0.8393238149777075,0.8902454824287012,GP,50,41,Laplacian eigenmaps
210,0.6565028818346714,1.7492521976445297,GP,50,42,PCA
211,0.6871662745094445,1.5903308186786982,GP,50,42,kernel PCA
212,0.8515419034729078,0.7420484037583295,GP,50,42,Laplacian eigenmaps
129,0.6372096609558525,1.8196600067834572,GP,50,42,IKD
215,0.7020705994904493,1.6829967195324407,GP,50,43,PCA
216,0.7314756786505701,1.5171131182193864,GP,50,43,kernel PCA
217,0.8567419798985885,0.8117849320795566,GP,50,43,Laplacian eigenmaps
133,0.912794849361051,0.49704757970531155,GP,50,43,IKD-b
220,0.48118227842852973,2.8554556192394664,GP,50,44,PCA
221,0.6060661085325038,2.199315758515228,GP,50,44,kernel PCA
222,0.8058882120413422,1.0547296262541497,GP,50,44,Laplacian eigenmaps
225,0.5254696776737694,2.5688419906687794,GP,50,45,PCA
226,0.5518852935122319,2.4173503076178298,GP,50,45,kernel PCA
227,0.844074322033586,0.8530616292684522,GP,50,45,Laplacian eigenmaps
138,0.4501043262623107,2.9687118470578535,GP,50,45,IKD
139,0.93604094737442,0.353805211784823,GP,50,45,IKD-b
230,0.5970747775232894,2.2238659968286463,GP,50,46,PCA
231,0.6845452485369576,1.7402487992144682,GP,50,46,kernel PCA
232,0.8653728545304231,0.7406708921250963,GP,50,46,Laplacian eigenmaps
235,0.6249667565014475,2.164123449807015,GP,50,47,PCA
236,0.6421679991215943,2.0621379629128676,GP,50,47,kernel PCA
237,0.8574300391219248,0.8155366477576275,GP,50,47,Laplacian eigenmaps
144,0.583094272859957,2.3708221151474844,GP,50,47,IKD
240,0.6198959498235631,2.0669756744875265,GP,50,48,PCA
241,0.7469897538643432,1.3719951316530903,GP,50,48,kernel PCA
242,0.8462728855667017,0.836696132248924,GP,50,48,Laplacian eigenmaps
148,0.9644156074682586,0.1935818302613653,GP,50,48,IKD-b
245,0.6026008196820426,2.3687891960200744,GP,50,49,PCA
246,0.7023123662583443,1.7820218972212611,GP,50,49,kernel PCA
247,0.8268740886039723,1.0266497354805466,GP,50,49,Laplacian eigenmaps
