,r2,mse,f,n_attributes,trial,method
42,0.15472696952316756,5.00083106724346,sin,10,13,IKD
28,0.39544274857755746,3.7361739693274436,sin,10,8,IKD-b
45,0.020912204658750655,5.903178124004842,sin,10,14,IKD
46,0.8970743548595271,0.6205658161437473,sin,10,14,IKD-b
47,0.6774351219890618,1.9291280652104905,sin,10,9,Laplacian eigenmaps
50,0.31838278989739754,3.297206595782308,sin,10,10,PCA
51,0.000294777270188451,5.756281032120951,sin,10,16,IKD
52,0.40989360100548056,3.3978198715316723,sin,10,16,IKD-b
33,0.3178540616420228,3.299764228226383,sin,10,10,IKD
34,0.5482688990959163,2.185171887307165,sin,10,10,IKD-b
55,0.9103529637948882,0.5829651037350788,sin,10,17,IKD-b
56,0.03526289929612758,4.884699526780008,sin,10,11,kernel PCA
57,0.23963771790049038,4.40858228499506,sin,10,18,IKD
60,0.2640220177017999,3.9821373727535745,sin,10,19,IKD
61,0.9244119436888335,0.4089823761175227,sin,10,19,IKD-b
62,0.8044146342110661,1.0033605441971756,sin,10,12,Laplacian eigenmaps
39,0.4539578230014719,2.801217635367953,sin,10,12,IKD
65,0.19814256862772583,4.743974325129513,sin,10,13,PCA
66,0.13269190684264953,4.593732351714032,sin,10,21,IKD
67,0.03917365332791789,5.089055559275152,sin,10,21,IKD-b
43,0.33007178353009003,3.9634505265781708,sin,10,13,IKD-b
70,0.6050500232240256,2.5873930439853936,sin,10,22,IKD-b
71,0.1296155135571737,5.247777251734284,sin,10,14,kernel PCA
72,0.33267329427263626,4.308552247122657,sin,10,23,IKD
75,0.5109376242882386,3.0159963717702998,sin,10,24,IKD
76,0.7736592140019591,1.3958198856745798,sin,10,24,IKD-b
77,0.8003794622110681,1.1652598628450774,sin,10,15,Laplacian eigenmaps
48,0.40048131795346875,3.4996151445762553,sin,10,15,IKD
49,0.7643141424447923,1.375786645458748,sin,10,15,IKD-b
80,0.023298330900928255,5.6238270682670555,sin,10,16,PCA
81,0.2818054179827435,5.0733966134039985,sin,10,26,IKD
82,0.5258687170734893,3.349309651364726,sin,10,26,IKD-b
85,0.32157251731914493,3.65590073611518,sin,10,27,IKD-b
86,0.6497908128467611,2.277372947953898,sin,10,17,kernel PCA
87,0.18808303680853644,4.596524078592099,sin,10,28,IKD
54,0.4688792089412487,3.4538217900143646,sin,10,17,IKD
90,0.37678371870653427,4.065581802134005,sin,10,29,IKD
91,0.7812583376894134,1.4269719010111916,sin,10,29,IKD-b
92,0.6539035798411507,2.006667851276752,sin,10,18,Laplacian eigenmaps
58,0.6478713397671144,2.0416427932949217,sin,10,18,IKD-b
95,0.3313242842765516,3.6179867086787456,sin,10,19,PCA
96,0.1905135208425922,4.125268471102008,sin,10,31,IKD
97,0.3189610422804915,3.470680007894425,sin,10,31,IKD-b
100,0.9579215629958798,0.23401146863949737,sin,10,32,IKD-b
101,0.018892944416170177,6.817243109231456,sin,10,20,kernel PCA
102,0.2584434744993329,3.8525856778599303,sin,10,33,IKD
63,0.021178362429956854,6.801362833865452,sin,10,20,IKD
64,0.5660384436485995,3.0153910451163437,sin,10,20,IKD-b
105,0.1872661954353203,3.980428896104645,sin,10,34,IKD
106,0.4439909618210207,2.723098792781703,sin,10,34,IKD-b
107,0.8592249472654749,0.7456207536432075,sin,10,21,Laplacian eigenmaps
110,0.28649480793379134,4.67430935398367,sin,10,22,PCA
111,0.26638938207893736,3.4533325399636197,sin,10,36,IKD
112,0.7734240041905696,1.06656343295669,sin,10,36,IKD-b
69,0.1134622244362603,5.807878993812468,sin,10,22,IKD
115,0.2893152178967684,4.017866887739542,sin,10,37,IKD-b
116,0.4218104680615059,3.733043778580861,sin,10,23,kernel PCA
117,0.003394770603209696,5.383390559675801,sin,10,38,IKD
73,0.43092977075616656,3.674165583268047,sin,10,23,IKD-b
120,0.060781998327722686,4.686846376651207,sin,10,39,IKD
121,0.7016929623739007,1.4885992984994836,sin,10,39,IKD-b
122,0.7649040898046262,1.4498118182478539,sin,10,24,Laplacian eigenmaps
125,0.10054701118781573,5.161881393847954,sin,10,25,PCA
126,0.546544164024129,2.316547398580709,sin,10,41,IKD
127,0.9753169401064273,0.12609712710481044,sin,10,41,IKD-b
78,0.10902158734706147,5.113246548512761,sin,10,25,IKD
79,0.27660175971637424,4.151518715606959,sin,10,25,IKD-b
130,0.7649311729096887,1.0399830995389252,sin,10,42,IKD-b
131,0.34936770707793385,4.596130010074032,sin,10,26,kernel PCA
132,0.16033424136157048,5.005246066923965,sin,10,43,IKD
135,0.1552110483971424,4.574212336249367,sin,10,44,IKD
136,0.9436438467447698,0.3051472334652656,sin,10,44,IKD-b
137,0.7335463932468798,1.4358615503309806,sin,10,27,Laplacian eigenmaps
84,0.012717487579234299,5.320254494481695,sin,10,27,IKD
140,0.1104476874717748,5.036042857918528,sin,10,28,PCA
141,0.0005151513164391996,5.322929339189541,sin,10,46,IKD
142,0.940733033956959,0.31563647293980485,sin,10,46,IKD-b
88,0.009251483858943255,5.608947240578654,sin,10,28,IKD-b
145,0.18879240434104938,4.377726763162734,sin,10,47,IKD-b
146,0.23592032199268032,4.984511039794524,sin,10,29,kernel PCA
147,0.27358057267923397,3.928491114329085,sin,10,48,IKD
150,0.433852500662152,3.2402814697883118,sin,10,49,IKD
151,0.747626624863003,1.4444305978226135,sin,10,49,IKD-b
152,0.8257365538290731,0.9881801381946074,sin,10,30,Laplacian eigenmaps
93,0.13614098206160474,4.898608070046527,sin,10,30,IKD
94,0.867516276882642,0.7512635994254112,sin,10,30,IKD-b
155,0.25991489509449595,3.7715883190251787,sin,10,31,PCA
156,0.27298921009815,3.7049595848158425,sin,10,31,kernel PCA
157,0.2771778672140923,3.683613539413528,sin,10,31,Laplacian eigenmaps
160,0.44768284321766183,3.071610026788089,sin,10,32,PCA
161,0.46205496211759756,2.991682137572381,sin,10,32,kernel PCA
162,0.8790114707211083,0.6728553967514049,sin,10,32,Laplacian eigenmaps
99,0.46400570244743833,2.980833454921083,sin,10,32,IKD
165,0.5861512990373705,2.150055354247071,sin,10,33,PCA
166,0.6291521305938318,1.9266544642358328,sin,10,33,kernel PCA
167,0.8501877981060011,0.7783146982568915,sin,10,33,Laplacian eigenmaps
103,0.8700374280884979,0.6751905296309655,sin,10,33,IKD-b
170,0.28129433908940304,3.5199185322613946,sin,10,34,PCA
171,0.3000716582738949,3.4279551077630557,sin,10,34,kernel PCA
172,7.900120152548595e-05,4.8971931708576015,sin,10,34,Laplacian eigenmaps
175,0.15865473157236643,5.178928960468551,sin,10,35,PCA
176,0.15441159753143185,5.205047714079436,sin,10,35,kernel PCA
177,0.19868392519697486,4.932527919295382,sin,10,35,Laplacian eigenmaps
108,0.08329597979745329,5.642802279351341,sin,10,35,IKD
109,0.17252070590681923,5.093576491344885,sin,10,35,IKD-b
180,0.29249807701391584,3.33043082126924,sin,10,36,PCA
181,0.32311187009277853,3.186322209386628,sin,10,36,kernel PCA
182,0.578618500304717,1.9835733140833154,sin,10,36,Laplacian eigenmaps
185,0.007550876339387447,5.610825744602601,sin,10,37,PCA
186,0.00823945724958075,5.60693284228041,sin,10,37,kernel PCA
187,0.5827516656810042,2.3589196063315403,sin,10,37,Laplacian eigenmaps
114,0.003562384324747536,5.6333747429788,sin,10,37,IKD
190,0.24854039729372357,4.0591805178819245,sin,10,38,PCA
191,0.24525950219102155,4.076903021439188,sin,10,38,kernel PCA
192,0.3211974548267682,3.666706842167862,sin,10,38,Laplacian eigenmaps
118,0.30229773021485884,3.768798017344424,sin,10,38,IKD-b
195,0.4168416363534716,2.910052467908583,sin,10,39,PCA
196,0.4090217995866291,2.9490746901737266,sin,10,39,kernel PCA
197,0.4840941609408781,2.5744517334444703,sin,10,39,Laplacian eigenmaps
200,0.576796423932294,2.3645024575341513,sin,10,40,PCA
201,0.5570555935067704,2.4747974661175576,sin,10,40,kernel PCA
202,0.6856832992836981,1.7561349981806902,sin,10,40,Laplacian eigenmaps
123,0.4985901263634135,2.8014528834130696,sin,10,40,IKD
124,0.7559424906519472,1.3635862579308928,sin,10,40,IKD-b
205,0.4871035255149798,2.620208848238781,sin,10,41,PCA
206,0.5055098270613343,2.5261774860159587,sin,10,41,kernel PCA
207,0.8400359712819068,0.8172003207234205,sin,10,41,Laplacian eigenmaps
210,0.3620727569048613,2.8222948987596665,sin,10,42,PCA
211,0.410368791602317,2.6086253089556446,sin,10,42,kernel PCA
212,0.6329565472039533,1.623860519615597,sin,10,42,Laplacian eigenmaps
129,0.5906034187659233,1.8112377160450932,sin,10,42,IKD
215,0.721725792089803,1.658792049502479,sin,10,43,PCA
216,0.7047962183383139,1.7597092079819991,sin,10,43,kernel PCA
217,0.9066889866502663,0.5562267816265198,sin,10,43,Laplacian eigenmaps
133,0.9243368746452683,0.45102775324201877,sin,10,43,IKD-b
220,0.5253750312454383,2.5699145130270464,sin,10,44,PCA
221,0.5038564080694408,2.6864297105849597,sin,10,44,kernel PCA
222,0.7228546072307057,1.5006373747368194,sin,10,44,Laplacian eigenmaps
225,0.782761295305616,1.1704966673636277,sin,10,45,PCA
226,0.780111680098403,1.1847729712764217,sin,10,45,kernel PCA
227,0.9149753040314784,0.45811874736948277,sin,10,45,Laplacian eigenmaps
138,0.79190207884777,1.1212455144061682,sin,10,45,IKD
139,0.8768269855420072,0.6636644383193088,sin,10,45,IKD-b
230,0.15021983528064464,4.525651165801785,sin,10,46,PCA
231,0.2511877276268707,3.987929201137952,sin,10,46,kernel PCA
232,0.7434455383052698,1.3663251354470682,sin,10,46,Laplacian eigenmaps
235,0.1208677882482172,4.74428571963503,sin,10,47,PCA
236,0.17205769583650043,4.468036545376473,sin,10,47,kernel PCA
237,0.44162029486029175,3.013327035247227,sin,10,47,Laplacian eigenmaps
144,0.18070634136275765,4.421363650314823,sin,10,47,IKD
240,2.2607602380264602e-05,5.4078981822568295,sin,10,48,PCA
241,0.00014177922923341857,5.4072536996623874,sin,10,48,kernel PCA
242,0.9177839909063618,0.4446258580545041,sin,10,48,Laplacian eigenmaps
148,0.9165820938930295,0.4511257416749479,sin,10,48,IKD-b
245,0.4844262453056194,2.9508283364304932,sin,10,49,PCA
246,0.46659178262502565,3.052901875596784,sin,10,49,kernel PCA
247,0.744438478971817,1.4626775918767672,sin,10,49,Laplacian eigenmaps
